,Title,key_1,Year,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
401,highlander iii: the sorcerer,1994,1994,tt0110027,movie,highlander: the final dimension,highlander iii: the sorcerer,0.0,1994.0,,99,"Action,Fantasy,Romance"
3588,highlander: endgame,2000,2000,tt0144964,movie,highlander: endgame,highlander: endgame,0.0,2000.0,,87,"Action,Adventure,Fantasy"
2309,hilary and jackie,1998,1998,tt0150915,movie,hilary and jackie,hilary and jackie,0.0,1998.0,,121,"Biography,Drama,Music"
3224,hillbillys in a haunted house,1967,1967,tt0061765,movie,hillbillys in a haunted house,hillbillys in a haunted house,0.0,1967.0,,86,"Comedy,Family,Horror"
922,his girl friday,1940,1940,tt0032599,movie,his girl friday,his girl friday,0.0,1940.0,,92,"Comedy,Drama,Romance"
2174,history of the world: part i,1981,1981,tt0082517,movie,history of the world: part i,history of the world: part i,0.0,1981.0,,92,"Comedy,History,Musical"
1940,hocus pocus,1993,1993,tt0107120,movie,hocus pocus,hocus pocus,0.0,1993.0,,96,"Comedy,Family,Fantasy"
2879,holiday inn,1942,1942,tt0034862,movie,holiday inn,holiday inn,0.0,1942.0,,100,"Comedy,Drama,Music"
3537,hollow man,2000,2000,tt0164052,movie,hollow man,hollow man,0.0,2000.0,,112,"Action,Horror,Sci-Fi"
1428,hollow reed,1996,1996,tt0113314,movie,hollow reed,hollow reed,0.0,1996.0,,104,"Drama,Romance"
2178,holy man,1998,1998,tt0120701,movie,holy man,holy man,0.0,1998.0,,114,"Comedy,Drama"
2938,holy smoke,1999,1999,tt0144715,movie,holy smoke,holy smoke,0.0,1999.0,,115,"Comedy,Drama"
397,homage,1995,1995,tt0113319,movie,homage,homage,0.0,1995.0,,97,"Drama,Thriller"
588,home alone,1990,1990,tt0099785,movie,home alone,home alone,0.0,1990.0,,103,"Comedy,Family"
2782,home alone 2: lost in new york,1992,1992,tt0104431,movie,home alone 2: lost in new york,home alone 2: lost in new york,0.0,1992.0,,120,"Adventure,Comedy,Crime"
1621,home alone 3,1997,1997,tt0119303,movie,home alone 3,home alone 3,0.0,1997.0,,102,"Action,Comedy,Crime"
71,home for the holidays,1995,1995,tt0113321,movie,home for the holidays,home for the holidays,0.0,1995.0,,103,"Comedy,Drama,Romance"
2254,home fries,1998,1998,tt0119304,movie,home fries,home fries,0.0,1998.0,,91,"Comedy,Drama,Romance"
1725,homegrown,1998,1998,tt0119305,movie,homegrown,homegrown,0.0,1998.0,,102,"Comedy,Crime,Drama"
617,homeward bound ii: lost in san francisco,1996,1996,tt0116552,movie,homeward bound ii: lost in san francisco,homeward bound ii: lost in san francisco,0.0,1996.0,,88,"Adventure,Comedy,Family"
984,homeward bound: the incredible journey,1993,1993,tt0107131,movie,homeward bound: the incredible journey,homeward bound: the incredible journey,0.0,1993.0,,84,"Adventure,Comedy,Drama"
1941,"honey, i blew up the kid",1992,1992,tt0104437,movie,"honey, i blew up the kid","honey, i blew up the kid",0.0,1992.0,,89,"Adventure,Comedy,Family"
1942,"honey, i shrunk the kids",1989,1989,tt0097523,movie,"honey, i shrunk the kids","honey, i shrunk the kids",0.0,1989.0,,93,"Adventure,Comedy,Family"
3363,honeymoon in vegas,1992,1992,tt0104438,movie,honeymoon in vegas,honeymoon in vegas,0.0,1992.0,,96,"Comedy,Romance,Thriller"
730,honigmond,1996,1996,tt0116559,movie,honigmond,honigmond,0.0,1996.0,,92,Comedy
1523,hoodlum,1997,1997,tt0119311,movie,hoodlum,hoodlum,0.0,1997.0,,130,"Crime,Drama"
1091,hoogste tijd,1995,1995,tt0113328,movie,hoogste tijd,hoogste tijd,0.0,1995.0,,98,Drama
3249,hook,1991,1991,tt0102057,movie,hook,hook,0.0,1991.0,,142,"Adventure,Comedy,Family"
261,hoop dreams,1994,1994,tt0110057,movie,hoop dreams,hoop dreams,0.0,1994.0,,170,"Documentary,Drama,Sport"
3138,hoosiers,1986,1986,tt0091217,movie,hoosiers,hoosiers,0.0,1986.0,,114,"Drama,Sport"
1786,hope floats,1998,1998,tt0119313,movie,hope floats,hope floats,0.0,1998.0,,114,"Drama,Romance"
1943,hot lead and cold feet,1978,1978,tt0077698,movie,hot lead and cold feet,hot lead and cold feet,0.0,1978.0,,90,"Comedy,Western"
465,hot shots! part deux,1993,1993,tt0107144,movie,hot shots! part deux,hot shots! part deux,0.0,1993.0,,86,"Action,Comedy"
1379,hotel de love,1996,1996,tt0116565,movie,hotel de love,hotel de love,0.0,1996.0,,95,"Comedy,Drama,Romance"
830,house arrest,1996,1996,tt0116571,movie,house arrest,house arrest,0.0,1996.0,,108,"Comedy,Family"
2030,house ii: the second story,1987,1987,tt0093220,movie,house ii: the second story,house ii: the second story,0.0,1987.0,,88,"Comedy,Fantasy,Horror"
2516,house of dracula,1945,1945,tt0037793,movie,house of dracula,house of dracula,0.0,1945.0,,67,"Fantasy,Horror,Sci-Fi"
2517,house of frankenstein,1944,1944,tt0036931,movie,house of frankenstein,house of frankenstein,0.0,1944.0,,71,"Fantasy,Horror,Sci-Fi"
3493,house party,1990,1990,tt0099800,movie,house party,house party,0.0,1990.0,,100,"Comedy,Music,Romance"
3495,house party 2,1991,1991,tt0102065,movie,house party 2,house party 2,0.0,1991.0,,94,"Comedy,Drama,Music"
468,house party 3,1994,1994,tt0110064,movie,house party 3,house party 3,0.0,1994.0,,100,"Comedy,Music,Romance"
1833,how green was my valley,1941,1941,tt0033729,movie,how green was my valley,how green was my valley,0.0,1941.0,,118,"Drama,Family"
2869,how i won the war,1967,1967,tt0061789,movie,how i won the war,how i won the war,0.0,1967.0,,109,"Comedy,War"
2036,how stella got her groove back,1998,1998,tt0120703,movie,how stella got her groove back,how stella got her groove back,0.0,1998.0,,124,"Comedy,Drama,Romance"
1559,how to be a player,1997,1997,tt0119326,movie,how to be a player,how to be a player,0.0,1997.0,,93,Comedy
56,how to make an american quilt,1995,1995,tt0113347,movie,how to make an american quilt,how to make an american quilt,0.0,1995.0,,117,"Comedy,Drama,Romance"
3278,how to stuff a wild bikini,1965,1965,tt0059287,movie,how to stuff a wild bikini,how to stuff a wild bikini,0.0,1965.0,,93,"Comedy,Musical"
2318,howard the duck,1986,1986,tt0091225,movie,howard the duck,howard the duck,0.0,1986.0,,110,"Action,Adventure,Comedy"
3050,howards end,1992,1992,tt0104454,movie,howards end,howards end,0.0,1992.0,,142,"Drama,Romance"
3231,hud,1963,1963,tt0057163,movie,hud,hud,0.0,1963.0,,112,"Drama,Western"
1583,hugo pool,1997,1997,tt0119327,movie,hugo pool,hugo pool,0.0,1997.0,,92,"Comedy,Romance"
3332,human traffic,1999,1999,tt0188674,movie,human traffic,human traffic,0.0,1999.0,,99,"Comedy,Music"
2303,hurlyburly,1998,1998,tt0119336,movie,hurlyburly,hurlyburly,0.0,1998.0,,122,"Comedy,Drama"
1703,hush,1998,1998,tt0118744,movie,hush,hush,0.0,1998.0,,96,"Drama,Thriller"
1087,hustler white,1996,1996,tt0116587,movie,hustler white,hustler white,0.0,1996.0,,79,"Drama,Romance"
1247,hype!,1996,1996,tt0116589,movie,hype!,hype!,0.0,1996.0,,84,"Documentary,History,Music"
2062,i confess,1953,1953,tt0045897,movie,i confess,i confess,0.0,1953.0,,95,"Crime,Drama,Thriller"
3330,i dreamed of africa,2000,2000,tt0167203,movie,i dreamed of africa,i dreamed of africa,0.0,2000.0,,114,"Adventure,Biography,Drama"
1784,i got the hook up,1998,1998,tt0131436,movie,i got the hook up,i got the hook up,0.0,1998.0,,93,Comedy
1562,i know what you did last summer,1997,1997,tt0119345,movie,i know what you did last summer,i know what you did last summer,0.0,1997.0,,101,"Horror,Mystery"
355,i like it like that,1994,1994,tt0110091,movie,i like it like that,i like it like that,0.0,1994.0,,104,"Comedy,Drama,Romance"
356,i love trouble,1994,1994,tt0110093,movie,i love trouble,i love trouble,0.0,1994.0,,123,"Action,Comedy,Romance"
1602,"i love you, i love you not",1996,1996,tt0116592,movie,"i love you, i love you not","i love you, i love you not",0.0,1996.0,,88,"Drama,Romance"
2704,i saw what you did,1965,1965,tt0059297,movie,i saw what you did,i saw what you did,0.0,1965.0,,82,"Crime,Horror,Thriller"
1245,i shot a man in vegas,1995,1995,tt0113369,movie,i shot a man in vegas,i shot a man in vegas,0.0,1995.0,,86,"Crime,Drama"
754,i shot andy warhol,1996,1996,tt0116594,movie,i shot andy warhol,i shot andy warhol,0.0,1996.0,,103,"Biography,Drama"
2209,i still know what you did last summer,1998,1998,tt0130018,movie,i still know what you did last summer,i still know what you did last summer,0.0,1998.0,,100,"Horror,Mystery,Thriller"
1809,i went down,1997,1997,tt0126344,movie,i went down,i went down,0.0,1997.0,,107,"Action,Comedy,Crime"
2690,i woke up early the day i died,1998,1998,tt0125211,movie,i woke up early the day i died,i woke up early the day i died,0.0,1998.0,,90,"Comedy,Crime,Thriller"
2210,i'll be home for christmas,1998,1998,tt0155753,movie,i'll be home for christmas,i'll be home for christmas,0.0,1998.0,,86,"Comedy,Family"
470,i'll do anything,1994,1994,tt0110097,movie,i'll do anything,i'll do anything,0.0,1994.0,,115,"Comedy,Drama"
1253,i'm not rappaport,1996,1996,tt0116601,movie,i'm not rappaport,i'm not rappaport,0.0,1996.0,,135,"Comedy,Drama"
267,i.q.,1994,1994,tt0110099,movie,i.q.,i.q.,0.0,1994.0,,100,"Comedy,Romance"
2468,idle hands,1999,1999,tt0138510,movie,idle hands,idle hands,0.0,1999.0,,92,"Comedy,Fantasy,Horror"
137,if lucy fell,1996,1996,tt0116606,movie,if lucy fell,if lucy fell,0.0,1996.0,,92,"Comedy,Romance"
2159,if....,1968,1968,tt0063850,movie,if....,if....,0.0,1968.0,,111,"Crime,Drama"
1622,ill gotten gains,1997,1997,tt0119352,movie,ill gotten gains,ill gotten gains,0.0,1997.0,,101,"Drama,History"
1746,illtown,1996,1996,tt0118229,movie,illtown,illtown,0.0,1996.0,,103,"Crime,Drama"
2625,illuminata,1998,1998,tt0120709,movie,illuminata,illuminata,0.0,1998.0,,119,"Drama,Romance"
263,immortal beloved,1994,1994,tt0110116,movie,immortal beloved,immortal beloved,0.0,1994.0,,121,"Biography,Drama,Music"
3183,impact,1949,1949,tt0041503,movie,impact,impact,0.0,1949.0,,111,"Crime,Drama,Film-Noir"
1534,in & out,1997,1997,tt0119360,movie,in & out,in & out,0.0,1997.0,,90,"Comedy,Romance"
2312,in dreams,1999,1999,tt0120710,movie,in dreams,in dreams,0.0,1999.0,,100,"Drama,Fantasy,Thriller"
1700,in god's hands,1998,1998,tt0140282,movie,in god's hands,in god's hands,0.0,1998.0,,96,"Action,Drama,Sport"
1328,in love and war,1996,1996,tt0116621,movie,in love and war,in love and war,0.0,1996.0,,113,"Biography,Drama,Romance"
3387,in old california,1942,1942,tt0034889,movie,in old california,in old california,0.0,1942.0,,88,Western
1944,in search of the castaways,1962,1962,tt0056095,movie,in search of the castaways,in search of the castaways,0.0,1962.0,,98,"Adventure,Family,Fantasy"
471,in the army now,1994,1994,tt0110123,movie,in the army now,in the army now,0.0,1994.0,,91,"Comedy,War"
112,in the bleak midwinter,1995,1995,tt0113403,movie,a midwinter's tale,in the bleak midwinter,0.0,1995.0,,99,Comedy
1514,in the company of men,1997,1997,tt0119361,movie,in the company of men,in the company of men,0.0,1997.0,,97,"Comedy,Drama"
1848,in the heat of the night,1967,1967,tt0061811,movie,in the heat of the night,in the heat of the night,0.0,1967.0,,110,"Drama,Mystery,Thriller"
472,in the line of fire,1993,1993,tt0107206,movie,in the line of fire,in the line of fire,0.0,1993.0,,128,"Action,Crime,Drama"
473,in the name of the father,1993,1993,tt0107207,movie,in the name of the father,in the name of the father,0.0,1993.0,,133,"Biography,Crime,Drama"
2665,in too deep,1999,1999,tt0160401,movie,in too deep,in too deep,0.0,1999.0,,95,"Crime,Drama,Thriller"
1594,incognito,1997,1997,tt0119365,movie,incognito,incognito,0.0,1997.0,,108,"Crime,Romance,Thriller"
2144,indecent proposal,1993,1993,tt0107211,movie,indecent proposal,indecent proposal,0.0,1993.0,,117,"Drama,Romance"
766,independence day,1996,1996,tt0116629,movie,independence day,independence day,0.0,1996.0,,145,"Action,Adventure,Sci-Fi"
1561,indian summer,1996,1996,tt0116631,movie,alive and kicking,indian summer,0.0,1996.0,,98,"Comedy,Drama,Romance"
1228,indiana jones and the last crusade,1989,1989,tt0097576,movie,indiana jones and the last crusade,indiana jones and the last crusade,0.0,1989.0,,127,"Action,Adventure"
1999,indiana jones and the temple of doom,1984,1984,tt0087469,movie,indiana jones and the temple of doom,indiana jones and the temple of doom,0.0,1984.0,,118,"Action,Adventure"
2774,indochine,1992,1992,tt0104507,movie,indochine,indochine,0.0,1992.0,,160,"Drama,Romance,War"
3338,inferno,1980,1980,tt0080923,movie,inferno,inferno,0.0,1980.0,,106,Horror
964,infinity,1996,1996,tt0116635,movie,infinity,infinity,0.0,1996.0,,119,"Biography,Drama"
3233,inherit the wind,1960,1960,tt0053946,movie,inherit the wind,inherit the wind,0.0,1960.0,,128,"Biography,Drama,History"
1788,insomnia,1997,1997,tt0119375,movie,insomnia,insomnia,0.0,1997.0,,96,"Crime,Mystery,Thriller"
2582,inspector gadget,1999,1999,tt0141369,movie,inspector gadget,inspector gadget,0.0,1999.0,,78,"Action,Adventure,Comedy"
2543,instinct,1999,1999,tt0128278,movie,instinct,instinct,0.0,1999.0,,126,"Drama,Thriller"
719,"institute benjamenta, or this dream people call human life",1995,1995,tt0113429,movie,"institute benjamenta, or this dream that one calls human life","institute benjamenta, or this dream people call human life",0.0,1995.0,,105,Drama
3529,interiors,1978,1978,tt0077742,movie,interiors,interiors,0.0,1978.0,,92,Drama
1451,intimate relations,1996,1996,tt0116643,movie,intimate relations,intimate relations,0.0,1996.0,,105,"Comedy,Drama"
2533,invasion of the body snatchers,1956,1956,tt0049366,movie,invasion of the body snatchers,invasion of the body snatchers,0.0,1956.0,,80,"Drama,Horror,Sci-Fi"
1422,inventing the abbotts,1997,1997,tt0119381,movie,inventing the abbotts,inventing the abbotts,0.0,1997.0,,110,"Drama,Romance"
2889,irma la douce,1963,1963,tt0057187,movie,irma la douce,irma la douce,0.0,1963.0,,147,"Comedy,Romance"
2667,iron eagle,1986,1986,tt0091278,movie,iron eagle,iron eagle,0.0,1986.0,,117,"Action,Thriller,War"
2668,iron eagle ii,1988,1988,tt0095382,movie,iron eagle ii,iron eagle ii,0.0,1988.0,,105,"Action,Drama,Romance"
2670,iron eagle iv,1995,1995,tt0113438,movie,iron eagle on the attack,iron eagle iv,0.0,1995.0,,96,"Action,Drama"
2532,it came from beneath the sea,1955,1955,tt0048215,movie,it came from beneath the sea,it came from beneath the sea,0.0,1955.0,,79,"Horror,Sci-Fi"
2528,it came from hollywood,1982,1982,tt0084156,movie,it came from hollywood,it came from hollywood,0.0,1982.0,,80,"Comedy,Documentary"
2530,it came from outer space,1953,1953,tt0045920,movie,it came from outer space,it came from outer space,0.0,1953.0,,81,"Horror,Sci-Fi"
2535,it conquered the world,1956,1956,tt0049370,movie,it conquered the world,it conquered the world,0.0,1956.0,,71,"Horror,Sci-Fi"
357,it could happen to you,1994,1994,tt0110167,movie,it could happen to you,it could happen to you,0.0,1994.0,,101,"Comedy,Drama,Romance"
876,it happened one night,1934,1934,tt0025316,movie,it happened one night,it happened one night,0.0,1934.0,,105,"Comedy,Romance"
48,it takes two,1995,1995,tt0113442,movie,it takes two,it takes two,0.0,1995.0,,101,"Comedy,Family,Romance"
924,it's a wonderful life,1946,1946,tt0038650,movie,it's a wonderful life,it's a wonderful life,0.0,1946.0,,130,"Drama,Family,Fantasy"
753,jack,1996,1996,tt0116669,movie,jack,jack,0.0,1996.0,,113,"Comedy,Drama,Fantasy"
2259,jack frost,1998,1998,tt0141109,movie,jack frost,jack frost,0.0,1998.0,,101,"Comedy,Drama,Family"
1643,jackie brown,1997,1997,tt0119396,movie,jackie brown,jackie brown,0.0,1997.0,,154,"Crime,Drama,Thriller"
3237,jacob's ladder,1990,1990,tt0099871,movie,jacob's ladder,jacob's ladder,0.0,1990.0,,113,"Drama,Horror,Mystery"
145,jade,1995,1995,tt0113451,movie,jade,jade,0.0,1995.0,,95,"Crime,Drama,Thriller"
2911,jagged edge,1985,1985,tt0089360,movie,jagged edge,jagged edge,0.0,1985.0,,108,"Drama,Mystery,Thriller"
3119,jail bait,1954,1954,tt0047127,movie,jail bait,jail bait,0.0,1954.0,,71,"Crime,Drama,Film-Noir"
3334,"jails, hospitals & hip-hop",2000,2000,tt0210130,movie,"jails, hospitals & hip-hop","jails, hospitals & hip-hop",0.0,2000.0,,90,"Comedy,Documentary,Drama"
2728,jakob the liar,1999,1999,tt0120716,movie,jakob the liar,jakob the liar,0.0,1999.0,,120,"Drama,War"
2081,jamaica inn,1939,1939,tt0031505,movie,jamaica inn,jamaica inn,0.0,1939.0,,108,"Adventure,Crime"
661,james and the giant peach,1996,1996,tt0116683,movie,james and the giant peach,james and the giant peach,0.0,1996.0,,79,"Adventure,Animation,Family"
622,jane eyre,1996,1996,tt0116684,movie,jane eyre,jane eyre,0.0,1996.0,,112,"Drama,Romance"
388,jason's lyric,1994,1994,tt0110186,movie,jason's lyric,jason's lyric,0.0,1994.0,,119,"Crime,Drama,Romance"
2364,jawbreaker,1999,1999,tt0155776,movie,jawbreaker,jawbreaker,0.0,1999.0,,86,"Comedy,Crime,Thriller"
1316,jaws,1975,1975,tt0073195,movie,jaws,jaws,0.0,1975.0,,124,"Adventure,Thriller"
1317,jaws 2,1978,1978,tt0077766,movie,jaws 2,jaws 2,0.0,1978.0,,116,"Adventure,Horror,Thriller"
1318,jaws 3-d,1983,1983,tt0085750,movie,jaws 3-d,jaws 3-d,0.0,1983.0,,99,"Adventure,Horror,Thriller"
1083,jean de florette,1986,1986,tt0091288,movie,jean de florette,jean de florette,0.0,1986.0,,120,"Comedy,Drama"
268,jefferson in paris,1995,1995,tt0113463,movie,jefferson in paris,jefferson in paris,0.0,1995.0,,139,"Biography,Drama,History"
187,jeffrey,1995,1995,tt0113464,movie,jeffrey,jeffrey,0.0,1995.0,,92,"Comedy,Drama"
2887,jeremiah johnson,1972,1972,tt0068762,movie,jeremiah johnson,jeremiah johnson,0.0,1972.0,,108,"Adventure,Drama,Western"
1323,jerry maguire,1996,1996,tt0116695,movie,jerry maguire,jerry maguire,0.0,1996.0,,139,"Comedy,Drama,Romance"
3473,jesus' son,1999,1999,tt0186253,movie,jesus' son,jesus' son,0.0,1999.0,,107,Drama
3160,jfk,1991,1991,tt0102138,movie,jfk,jfk,0.0,1991.0,,189,"Drama,History,Thriller"
476,jimmy hollywood,1994,1994,tt0110197,movie,jimmy hollywood,jimmy hollywood,0.0,1994.0,,112,"Comedy,Crime,Drama"
1291,jingle all the way,1996,1996,tt0116705,movie,jingle all the way,jingle all the way,0.0,1996.0,,89,"Adventure,Comedy,Family"
1096,jlg/jlg - autoportrait de décembre,1994,1994,tt0110173,movie,jlg/jlg: self-portrait in december,jlg/jlg - autoportrait de décembre,0.0,1994.0,,62,"Documentary,Drama"
3274,joe gould's secret,2000,2000,tt0172632,movie,joe gould's secret,joe gould's secret,0.0,2000.0,,104,Drama
2794,joe the king,1999,1999,tt0160672,movie,joe the king,joe the king,0.0,1999.0,,93,"Crime,Drama"
815,joe's apartment,1996,1996,tt0116707,movie,joe's apartment,joe's apartment,0.0,1996.0,,80,"Comedy,Fantasy,Musical"
1085,johnny 100 pesos,1993,1993,tt0107274,movie,johnny one hundred pesos,johnny 100 pesos,0.0,1993.0,,90,"Crime,Drama,Thriller"
188,johnny mnemonic,1995,1995,tt0113481,movie,johnny mnemonic,johnny mnemonic,0.0,1995.0,,103,"Action,Drama,Sci-Fi"
1032,johns,1996,1996,tt0116714,movie,johns,johns,0.0,1996.0,,96,"Drama,Romance"
1027,jude,1996,1996,tt0116722,movie,jude,jude,0.0,1996.0,,123,"Drama,Romance"
189,judge dredd,1995,1995,tt0113492,movie,judge dredd,judge dredd,0.0,1995.0,,96,"Action,Crime,Sci-Fi"
477,judgment night,1993,1993,tt0107286,movie,judgment night,judgment night,0.0,1993.0,,110,"Action,Crime,Drama"
3106,judy berlin,1999,1999,tt0181618,movie,judy berlin,judy berlin,0.0,1999.0,,93,"Comedy,Drama"
2795,julien donkey-boy,1999,1999,tt0192194,movie,julien donkey-boy,julien donkey-boy,0.0,1999.0,,94,"Comedy,Drama"
2,jumanji,1995,1995,tt0113497,movie,jumanji,jumanji,0.0,1995.0,,104,"Adventure,Comedy,Family"
2335,jumpin' jack flash,1986,1986,tt0091306,movie,jumpin' jack flash,jumpin' jack flash,0.0,1986.0,,105,"Comedy,Romance,Thriller"
3194,jungle fever,1991,1991,tt0102175,movie,jungle fever,jungle fever,0.0,1991.0,,132,"Drama,Romance"
269,junior,1994,1994,tt0110216,movie,junior,junior,0.0,1994.0,,109,"Comedy,Romance,Sci-Fi"
478,jurassic park,1993,1993,tt0107290,movie,jurassic park,jurassic park,0.0,1993.0,,127,"Action,Adventure,Sci-Fi"
190,jury duty,1995,1995,tt0113500,movie,jury duty,jury duty,0.0,1995.0,,88,Comedy
270,just cause,1995,1995,tt0113501,movie,just cause,just cause,0.0,1995.0,,102,"Action,Crime,Drama"
2898,kagemusha,1980,1980,tt0080979,movie,kagemusha,kagemusha,0.0,1980.0,,180,"Drama,History,War"
484,kalifornia,1993,1993,tt0107302,movie,kalifornia,kalifornia,0.0,1993.0,,117,"Crime,Drama,Thriller"
